stats (11)
last_name, first_name,player_id,year,player_age,p_game,p_formatted_ip,p_strikeout,p_k_percent,p_era,pitch_hand,n,n_ff_formatted,ff_avg_speed,ff_avg_spin,ff_avg_break_x,ff_avg_break_z,ff_avg_break,ff_range_speed,n_sl_formatted,sl_avg_speed,sl_avg_spin,sl_avg_break_x,sl_avg_break_z,sl_avg_break,sl_range_speed,n_ch_formatted,ch_avg_speed,ch_avg_spin,ch_avg_break_x,ch_avg_break_z,ch_avg_break,ch_range_speed,n_cukc_formatted,cu_avg_speed,cu_avg_spin,cu_avg_break_x,cu_avg_break_z,cu_avg_break,cu_range_speed,n_sift_formatted,si_avg_speed,si_avg_spin,si_avg_break_x,si_avg_break_z,si_avg_break,si_range_speed,n_fc_formatted,fc_avg_speed,fc_avg_spin,fc_avg_break_x,fc_avg_break_z,fc_avg_break,fc_range_speed,n_fs_formatted,fs_avg_speed,fs_avg_spin,fs_avg_break_x,fs_avg_break_z,fs_avg_break,fs_range_speed,n_kn_formatted,kn_avg_speed,kn_avg_spin,kn_avg_break_x,kn_avg_break_z,kn_avg_break,kn_range_speed,
Smith, Josh A.,595001,2019,32,18,31.0,29,20.9,5.81,R,593,30.4,91.3,2331,-4.8,-16.7,16.8,1.2,29.3,86.9,2615,4.3,-28.2,9.7,1.9,7.9,81.7,1899,-14.9,-32.2,17.6,1.7,23.1,78,2920,13,-56.4,16.6,1.6,7.8,91.6,2375,-13.8,-19.6,19,1.3,1.5,89.5,2569,-0.6,-20.3,13.7,1.4,,,,,,,,,,,,,,,
Treinen, Blake,595014,2019,31,57,58.2,59,22.2,4.91,R,1000,21.5,97,2415,-12.4,-16.3,18.7,1.2,13.7,88.5,2609,3.2,-39.4,4.9,1.5,,,,,,,,,,,,,,,45.7,96.5,2250,-19.4,-24.7,20.3,1.3,19.1,93.2,2489,-0.5,-24.2,8.9,1.4,,,,,,,,,,,,,,,
Eickhoff, Jerad,595191,2019,29,12,58.1,51,20.8,5.71,R,974,36.7,89.4,2415,-9,-16.2,20.3,1.2,29.5,83.8,2564,0.1,-32.9,6.9,1.2,,,,,,,,31.5,74.6,2744,8.2,-61.2,13.6,1.2,2.4,89.7,2391,-14.6,-19.9,20.5,1.3,,,,,,,,,,,,,,,,,,,,,,
Winkler, Dan,595465,2019,29,27,21.2,22,23.7,4.98,R,351,30.5,92.1,2542,-6.8,-17.3,16.7,1.5,,,,,,,,,,,,,,,21.4,83.3,2642,8.1,-41.6,8.6,1.6,5.7,89.6,2042,-13.4,-32.3,13.8,1.4,42.5,90.4,2522,1.2,-21.9,12,1.4,,,,,,,,,,,,,,,
Beede, Tyler,595881,2019,26,24,117.0,113,21.6,5.08,R,2026,56.1,94.2,2320,-10.5,-16.9,17.7,1.1,11.5,86.3,2199,1.4,-34.6,3.4,1.3,18.7,83.9,1600,-14.2,-34.7,15,1.2,13.7,80.3,2292,7.7,-58.8,16.6,1.6,0,95.6,2260,-18,-18.7,21.3,,,,,,,,,,,,,,,,,,,,,,,
Cole, A.J.,595918,2019,27,25,26.0,30,25.4,3.81,R,481,44.9,94.4,2406,-8.4,-13.4,19.1,1.2,45.9,83.8,2374,1.6,-33.4,6.2,1.6,2.1,86.5,2189,-15.7,-25.1,19.6,1.6,7.1,78.8,2349,4.9,-45.4,5.3,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junis, Jakob,596001,2019,27,31,175.1,164,21.3,5.24,R,2924,33.7,91.7,2079,-6,-18.9,15.4,1.3,29.7,82.4,2522,14.7,-43.3,15.1,1.3,5.4,84.6,1336,-4.5,-34.1,7.5,1.6,14.1,79.3,2421,15.3,-48.6,15.9,1.2,17.3,91,1923,-13,-24.4,15.9,1.2,,,,,,,,,,,,,,,,,,,,,,
McClain, Reggie,596035,2019,27,14,21.0,11,11.6,6.00,R,354,,,,,,,,18.1,84,2309,0.7,-40.2,2,1.5,4.5,87.8,1936,-16.3,-28.2,18.4,1.3,,,,,,,,77.4,93.7,2170,-18,-25.6,19.2,1.5,,,,,,,,,,,,,,,,,,,,,,
Mengden, Daniel,596043,2019,26,13,59.2,42,16.2,4.83,R,1048,32.3,91.5,2217,-6.5,-13.8,19.9,1.6,12.1,83.4,2342,5.8,-40.9,6.4,1.7,11.1,82.9,1945,-15.9,-30.6,18.7,1.6,9.7,72.5,2526,10.1,-70.8,20.5,1.5,20.3,90.4,2086,-11.9,-18.4,19.4,1.6,14.5,86,2178,4.5,-32,6.9,1.7,,,,,,,,,,,,,,,
Norris, Daniel,596057,2019,26,32,144.1,125,20.5,4.49,L,2360,45,90.8,2385,6.6,-17.2,18.3,1.7,22.8,84.3,2512,-5.3,-39.2,6.3,1.8,19,85.7,1568,12.3,-38.5,12.6,1.8,6.5,75.8,2536,-7.7,-64.7,16.8,1.3,6.7,90.3,2231,14.2,-24,17.9,1.5,,,,,,,,,,,,,,,,,,,,,,
Peters, Dillon,596071,2019,27,17,72.0,55,16.8,5.38,L,1274,45.4,91,2245,4.1,-16.5,17.7,1.1,3.9,82.9,2388,-2.9,-43.3,4.3,1.3,21,84,1606,12.4,-29.5,16.2,1.3,24.7,76.7,2909,-10.3,-60.2,15.9,1.4,5,91,2182,12.2,-20,18.3,1.2,,,,,,,,,,,,,,,,,,,,,,
Shafer, Justin,596101,2019,27,34,39.2,39,21.4,3.86,R,732,46.7,94.3,2460,-6.4,-13.6,18.4,1.1,27,85.6,2474,5.5,-36.9,7.8,1.6,,,,,,,,,,,,,,,7.1,92.3,2220,-15.5,-22,18.8,2.1,19.1,90.1,2530,1.9,-24.9,9.3,1.4,,,,,,,,,,,,,,,
Stephenson, Robert,596112,2019,26,57,64.2,81,30.9,3.76,R,1001,36.1,94.9,2434,-10.8,-14.9,19.3,1.2,57.1,84.5,2799,4.4,-40.4,5.9,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,87.1,1644,-7.5,-24,15,1.2,,,,,,,,
Weaver, Luke,596133,2019,26,12,64.1,69,26.5,2.94,R,1053,52,93.8,2308,-8.6,-15.4,18.6,1.7,,,,,,,,24.8,84.5,1572,-11.4,-32,13.5,1.3,9,81.3,2216,1.3,-50.9,8.7,1.8,0.1,96,2455,-9.8,-13.8,19.5,,14.1,87.5,2213,3.4,-28.8,8.7,1.6,,,,,,,,,,,,,,,
Johnson, DJ,597113,2019,30,28,25.0,24,20.7,5.04,R,489,62.8,93.2,2310,-6.5,-16.7,16.7,1.4,,,,,,,,0.2,83.9,1873,-12.6,-34.8,13.2,,36.2,82.5,2641,4.8,-52,12,1.3,,,,,,,,0.8,91.8,2396,2.5,-23.4,9.7,1.4,,,,,,,,,,,,,,,
Barnes, Matt,598264,2019,29,70,64.1,110,38.6,3.78,R,1289,47.1,96.6,2412,-10.2,-12,19.9,1.1,,,,,,,,,,,,,,,50.9,85.5,2274,3.6,-50,13,1.3,,,,,,,,,,,,,,,2,88.1,2113,-13.5,-24.8,17.2,1.5,,,,,,,,
Johnson, Brian,598271,2019,29,21,40.1,31,16.1,6.02,L,772,36.5,88.9,2297,7.5,-18.2,17.9,1.7,26.7,77.6,2574,-13.3,-47.6,14.1,1.8,1.6,84.1,1954,9.1,-24.9,16.8,1.4,34.6,74.9,2697,-12.1,-63.6,18.4,1.5,0.6,88.9,2336,12,-23,16.4,1.4,,,,,,,,,,,,,,,,,,,,,,
Ramirez, Nick,598286,2019,30,46,79.2,74,21.3,4.07,L,1323,20.3,90,2032,12.2,-20.4,19,1.7,,,,,,,,32,79.1,1471,13.1,-36,16.1,1,5.7,78.3,2281,-3.1,-55.4,9.9,1.3,9.8,89,1972,16.4,-27.2,18.5,1.4,32.4,86.7,2178,0.9,-28.8,9.4,2.1,,,,,,,,,,,,,,,
Ramirez, Noe,598287,2019,30,51,67.2,79,28.2,3.99,R,1107,28.4,89.1,2243,-8.4,-22.2,15.7,1.1,,,,,,,,34.2,84.2,2001,-12.5,-43.6,13.4,1.1,37.4,77.7,2742,13.6,-50,14.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leclerc, Jose,600917,2019,26,70,68.2,100,33.4,4.33,R,1275,41,96.8,2655,-2.9,-12.7,18,1.4,37.1,82,2713,10.9,-41.7,11.4,1.7,11.8,89.8,2206,-13.5,-23.5,17.8,1.5,1.3,76.9,2667,11.2,-60,16,1.6,8.8,96.5,2430,-13.9,-19.4,17.9,1.3,,,,,,,,,,,,,,,,,,,,,,
Pivetta, Nick,601713,2019,26,30,93.2,89,21.1,5.38,R,1618,49.3,94.6,2340,-9.9,-12.8,20.4,1.7,12.4,85.7,2306,4.7,-36.4,5.6,2.2,0.9,87.5,1928,-13.8,-24.9,17.7,1.4,35.2,80.5,2861,11.7,-59.1,19.8,1.9,2.2,92.8,2146,-14.7,-19.1,19.5,1.9,,,,,,,,,,,,,,,,,,,,,,
Anderson, Justin,605121,2019,27,54,47.0,60,27.6,5.55,R,896,40.8,94.6,2284,-7.2,-13.6,18.3,1,52.1,84.5,2260,8.4,-35,10,1.5,0.9,88,1830,-11.1,-21.1,18.4,1.6,,,,,,,,6.1,94.7,2279,-13.1,-16.6,19,1,,,,,,,,,,,,,,,,,,,,,,
Barlow, Scott,605130,2019,27,61,70.1,92,29.7,4.22,R,1245,34.5,94.1,2300,-3.8,-16.6,14.2,1.6,44.2,83.7,2445,8.4,-42.1,9.3,1.9,0.2,87.3,1593,-12.7,-26.3,15.1,1.5,13.4,77.2,2516,15,-58,19.3,1.7,7.8,93.8,2198,-12.8,-22.9,14.8,1.5,,,,,,,,,,,,,,,,,,,,,,
Bassitt, Chris,605135,2019,30,28,144.0,141,23.0,3.81,R,2410,23.6,93.9,2220,-8.9,-16.9,16.9,1.5,0.1,79.2,2313,7.3,-48.6,8.4,1.5,8.4,85,2057,-17.1,-28.5,19.8,1.3,12.8,70.3,2238,13.8,-71.3,19.7,1.7,41.5,93.2,2146,-15.7,-21,19.1,1.4,13.6,88.3,2253,1.8,-27.7,8.2,1.6,,,,,,,,,,,,,,,
Bradley, Archie,605151,2019,27,66,71.2,87,27.4,3.52,R,1284,58.5,95.5,2242,-8.1,-13.8,18.3,1.2,,,,,,,,5.8,88.4,1533,-11.3,-25.7,14.4,1.3,24.6,82.1,1978,3.1,-49,9.4,1.7,11.1,95.1,2134,-14.1,-17.4,19.1,1.3,,,,,,,,,,,,,,,,,,,,,,
Brebbia, John,605154,2019,29,66,72.2,87,28.6,3.59,R,1213,56.6,93.5,2389,-8.6,-12.9,20.1,1.3,42.8,83.7,2605,7.9,-35.2,9.1,1.7,0.6,87.2,2174,-15.9,-25.8,18.4,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brewer, Colten,605155,2019,27,58,54.2,52,20.6,4.12,R,984,0.8,95.4,2271,-6.9,-20.4,12.2,1.4,12.4,88.3,2576,7.3,-35,8,1.7,0.2,89.3,1894,-7.3,-29,9.7,1.5,44.6,82,2820,11.7,-58.7,19.9,1.5,0.8,94.7,2135,-10.7,-20.1,15.2,1.5,41.2,93.4,2368,2.8,-24.5,8.2,1.3,,,,,,,,,,,,,,,
Brooks, Aaron,605156,2019,29,29,110.0,82,17.0,5.65,R,1898,25.7,92,2083,-12.4,-17.9,19.6,1.4,22.4,85.6,2467,1.5,-36,3.6,1.7,20.6,84.7,1642,-14.5,-37.7,14.8,1.6,3.3,78.6,2272,3.1,-50.5,6.1,1.8,28,91.8,2013,-17.2,-23.3,19.9,1.5,,,,,,,,,,,,,,,,,,,,,,
Bundy, Dylan,605164,2019,27,30,161.2,162,23.1,4.79,R,2778,42.4,91.1,2458,-5.2,-14.6,19.8,1.3,22.8,81.1,2573,5,-44.6,5.9,1.3,17.4,83.4,1569,-12.8,-32.7,15.1,1.4,9.9,74.8,2404,9,-64.5,16.6,1.5,7.5,91.3,2288,-13.3,-18.8,19.9,1.3,,,,,,,,,,,,,,,,,,,,,,
Chafin, Andrew,605177,2019,29,77,52.2,68,30.2,3.76,L,893,29.9,93.6,2193,9.1,-16.3,17.6,1.4,38.6,84.4,2361,-0.4,-38.8,1.8,1.2,,,,,,,,,,,,,,,31.5,93.8,2178,14.5,-19.4,18.7,1.2,,,,,,,,,,,,,,,,,,,,,,
Clevinger, Mike,605182,2019,29,21,126.0,169,33.9,2.71,R,2090,51.1,95.4,2341,-5.3,-12.2,18.2,1.5,25.5,80.7,2516,16.8,-44.1,17.1,1.4,11.4,87.1,1540,-11.6,-24.3,16.2,1.9,12.1,77.6,2310,8.6,-59.6,16,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crick, Kyle,605195,2019,27,52,49.0,61,27.0,4.96,R,933,50.4,95.3,2368,-6,-17.3,14.5,0.9,37.4,81.5,3246,19.7,-41.3,20,1.3,0.3,89,2193,-12.8,-33.7,13.1,1.5,,,,,,,,11.9,94.9,2274,-16.3,-22.3,18.4,1.1,,,,,,,,,,,,,,,,,,,,,,
Davies, Zach,605200,2019,26,31,159.2,102,15.2,3.55,R,2678,,,,,,,,0.7,80.4,2426,5.3,-43.3,6.1,1.6,31.3,80,1785,-15.3,-35.3,17.6,1.1,3.5,75.5,2636,8.7,-59.3,12.9,1.4,52.6,88.4,2233,-16.1,-22.8,20.8,1.3,11.8,87,2313,-4.6,-24.1,13.6,1.3,,,,,,,,,,,,,,,
Edwards Jr., Carl,605218,2019,28,22,17.0,19,24.4,8.47,R,346,74.3,93.9,2636,1,-14.8,15.9,1.3,,,,,,,,0.3,87.8,1629,-12.7,-28.6,14.6,,22.3,79.2,2344,9.2,-56.4,15.7,1.7,3.2,91.2,1829,-9.8,-20.8,15.4,1.7,,,,,,,,,,,,,,,,,,,,,,
Fry, Jace,605240,2019,26,68,55.0,68,27.1,4.75,L,1054,11.8,92.9,2446,6.4,-16.7,17.6,1.4,,,,,,,,7.6,86.1,1624,13.1,-30.5,15.5,1.7,18.6,78.4,2412,-6.5,-60.6,15.3,1.4,12.5,92.3,2335,14.3,-25.1,16.6,1.4,49.5,88.2,2609,-0.7,-34.5,3.4,1.5,,,,,,,,,,,,,,,
Guerrieri, Taylor,605260,2019,27,20,26.1,27,22.0,5.81,R,490,2.2,93.8,2224,-11.5,-17.1,19.2,1.4,,,,,,,,10,86.8,1734,-14,-34.4,14.6,1.3,44.5,80.5,2998,11.1,-63.5,21.8,1.6,43.1,93.8,2165,-16.2,-23.4,18.5,1.2,0.2,87.7,1262,-6.1,-36.2,6.1,,,,,,,,,,,,,,,,
Hess, David,605276,2019,26,23,80.0,68,18.6,7.09,R,1430,53.4,93,2184,-3.7,-15,18.1,1.4,24.6,83.4,2322,5.1,-36.9,7,1.6,11.7,85.5,1595,-13,-29.1,16.2,1.6,4.5,77.3,2351,7.9,-52.2,9.1,2,5.7,92.5,2039,-13.2,-18,19.9,1.3,,,,,,,,,,,,,,,,,,,,,,
Holmes, Clay,605280,2019,26,35,50.0,56,23.3,5.58,R,873,10.3,94,2121,-9.4,-20.5,14.3,1.4,11.9,86.8,2424,2.8,-38.1,3.9,1.5,1.3,87.1,1563,-11.6,-30.5,13.4,1.5,23.8,81.6,2684,9.9,-55.2,16.4,1.1,52.7,94.3,2013,-14.6,-27.8,15.1,1.4,,,,,,,,,,,,,,,,,,,,,,
Houser, Adrian,605288,2019,26,35,111.1,117,25.3,3.72,R,1810,31.3,94.5,2193,-6.7,-15.7,16.2,1.2,11.9,87.9,2216,3.9,-30.2,7.5,2.1,6.8,85.4,1553,-13.1,-32.7,14.3,1.4,13.9,80.6,2004,3.1,-58.3,16.1,1.4,36.1,94.3,2145,-14.8,-22.6,16.9,1.2,,,,,,,,,,,,,,,,,,,,,,
Kela, Keone,605309,2019,26,32,29.2,33,27.7,2.12,R,504,53.2,96.2,2266,-3.8,-11.8,17.9,1.3,,,,,,,,3,90.4,1846,-10,-20.1,16.7,1.3,43.8,81.8,2380,1.7,-47.3,7.1,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lopez, Jorge,605347,2019,26,39,123.2,109,19.9,6.33,R,2049,31.8,94.3,1944,-9.6,-16.7,17.2,1.4,6.1,88.4,2199,1.4,-29.2,6.5,1.8,7.5,87.5,1574,-14.2,-30.1,15.8,1.8,32.2,81.7,2450,7.1,-53,13.4,1.7,22.5,93.8,1878,-16.2,-22.2,18.6,1.5,,,,,,,,,,,,,,,,,,,,,,
Marshall, Evan,605359,2019,29,55,50.2,41,19.6,2.49,R,820,23.3,93.7,2469,-10.9,-18,17.8,1.1,,,,,,,,39.1,87.6,1719,-15.4,-34.9,15.7,1.2,16.8,83.2,2735,8.7,-49.5,12.4,1.5,20.7,93.4,2290,-16.6,-24.7,18.2,1.1,,,,,,,,,,,,,,,,,,,,,,
Morgan, Adam,605388,2019,29,40,29.2,29,24.2,3.94,L,463,7.6,92.8,2384,11.3,-18.4,18.3,1.4,38,81.3,2796,-11.5,-39.7,12.7,1.5,20.3,83.5,1753,13,-30.7,16.2,1.4,13.6,77.2,2994,-9.7,-57.4,13.3,1.8,20.5,92.4,2407,17.3,-23.9,19.7,1.2,,,,,,,,,,,,,,,,,,,,,,
Musgrove, Joe,605397,2019,27,32,170.1,157,21.9,4.44,R,2654,37.6,92.7,2419,-5.2,-19.7,14,1.5,22.1,83.2,2495,11.6,-40.4,11.8,1.2,10.6,85.3,2001,-7.1,-33,9.2,1.5,9.5,82.1,2575,6.9,-52.4,12.7,1.3,11.9,91.5,2278,-10.6,-26.7,12.6,1.6,8.4,88.7,2514,3.1,-28,8.1,1.4,,,,,,,,,,,,,,,
Nola, Aaron,605400,2019,26,34,202.1,229,26.9,3.87,R,3331,35.4,93.1,2171,-12.9,-18.2,18.5,1.6,,,,,,,,18.6,85.8,1570,-14.9,-33.2,15.6,1.5,35.2,79.1,2574,14.9,-55.1,18.4,1.5,10.8,92.2,2132,-16.6,-24,18.4,1.4,,,,,,,,,,,,,,,,,,,,,,
Rodriguez, Dereck,605446,2019,27,28,99.0,71,16.2,5.64,R,1664,40.3,90.7,2051,-3.4,-17.1,16.2,1.8,,,,,,,,20.7,84.5,1935,-13.8,-27.5,17.4,1.6,16.9,75.6,2589,11.7,-61,17.4,1.5,8.2,89.9,2058,-12.1,-19.6,18.5,1.5,13.9,86.6,2165,3,-28.7,8.5,1.5,,,,,,,,,,,,,,,
Romano, Jordan,605447,2019,26,17,15.1,21,28.0,7.63,R,311,63.3,94.6,2261,-6.5,-14.1,16.6,1.5,36.3,84.7,2076,4,-39.3,5.1,1.7,,,,,,,,,,,,,,,0.3,97.2,2406,-14,-15.5,19,,,,,,,,,,,,,,,,,,,,,,,
Ross, Joe,605452,2019,26,27,64.0,57,19.3,5.48,R,1138,24.9,94.1,2150,-7.7,-16.3,16.5,1.1,20.7,88,1933,2,-29.7,6.2,1.3,7.6,87.9,1690,-14.5,-26.9,16.6,1.3,9,81.3,2106,1.5,-46.4,4.8,1.3,38,94,2092,-14.5,-20.7,17.8,1.2,,,,,,,,,,,,,,,,,,,,,,
Scott, Tayler,605463,2019,27,13,16.1,14,15.1,14.33,R,354,7.9,94.7,2223,-12.2,-17.7,18.6,1.4,42.9,88.9,2792,4.3,-35.5,5.1,1.3,,,,,,,,,,,,,,,49.2,94.4,2231,-18,-24.2,19.6,1.2,,,,,,,,,,,,,,,,,,,,,,
Shepherd, Chandler,605469,2019,27,5,19.0,17,20.2,6.63,R,318,47.2,92.1,2179,-9.4,-17.2,18,1,27.7,86,2148,4,-31,7.6,1.4,10.7,85.9,1412,-13.2,-31.6,14.5,1.2,14.5,81.8,2215,9.7,-49.8,13,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sneed, Cy,605482,2019,27,8,21.1,23,24.7,5.48,R,344,61.9,92.5,2346,0.7,-15.2,17,1.5,12.2,81.7,2350,9.4,-37.7,11.1,1.8,11.6,79.6,1335,-1.6,-34.4,9.1,1.3,5.8,79.2,2378,7.5,-57.6,15,1.5,0.9,92.6,2383,-4.7,-18.9,13.6,1.5,7.6,91.2,2361,6.2,-19.9,14.5,1.5,,,,,,,,,,,,,,,
Snell, Blake,605483,2019,27,23,107.0,147,33.3,4.29,L,1890,48.4,95.5,2353,6.3,-10.9,20,1.1,6.7,87.3,2367,-5.1,-31.6,7,1.6,20.4,86.3,1821,13.1,-25.6,17.2,1.6,24.6,81,2464,-5.6,-50.7,10.1,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springs, Jeffrey,605488,2019,27,25,32.1,32,20.6,6.40,L,665,57.6,92.1,2206,10.6,-16.2,19.5,1.1,11.3,83.7,2163,-4.8,-39.4,5.5,1.7,30.7,80.3,1489,9.3,-30.5,15.4,1.6,,,,,,,,0.5,90.4,2090,20.4,-20.4,24.7,1.4,,,,,,,,,,,,,,,,,,,,,,
Suarez, Andrew,605498,2019,27,21,32.2,25,16.9,5.79,L,538,15.6,92.6,2040,8.3,-17.2,18.3,1.4,23.4,84.4,2379,-5.9,-43.3,7.6,2.1,14.7,87.1,1652,14.8,-29.5,16.8,1.4,5.4,76,2552,-10.6,-62,15.6,1.5,40.9,92.8,1984,12.7,-21.5,17.3,1.2,,,,,,,,,,,,,,,,,,,,,,
Tarpley, Stephen,605501,2019,26,21,24.2,34,28.3,6.93,L,502,18.3,92.5,2206,4.3,-21,12.3,1.4,48,81.4,2228,-10.8,-37,12.9,1.6,0.2,87.4,2114,9.5,-31.7,10.6,,1.8,76.9,2665,-14.7,-64.1,21.7,1.5,31.7,92.6,2124,14,-28.7,14.7,1.4,,,,,,,,,,,,,,,,,,,,,,
Turnbull, Spencer,605513,2019,27,30,148.1,146,22.3,4.61,R,2659,44.8,93.6,2396,-2.2,-20,11.9,1.4,20.6,86.5,2438,5.2,-36.1,6,1.9,2.9,86.6,1810,-16.8,-33.3,17.5,1.8,12.1,80.3,2571,11.2,-56.1,16.7,2.1,19.5,94.1,2188,-15,-23.7,16.8,1.5,,,,,,,,,,,,,,,,,,,,,,
Wendelken, J.B.,605525,2019,26,27,32.2,34,26.0,3.58,R,472,54,94.8,2383,-6,-15,17.1,1.3,4.2,85.1,2487,4.1,-37.5,5.5,1.6,16.9,86.4,1571,-14.6,-31.5,15.8,1.3,18.2,80.2,2578,12.5,-59.7,19.9,1.5,6.6,93.8,2213,-17,-23.9,18.9,1.3,,,,,,,,,,,,,,,,,,,,,,
Wisler, Matt,605538,2019,27,44,51.1,63,28.1,5.61,R,935,8.7,92.9,2160,-3.9,-15.1,17.8,1.3,70.5,83.5,2478,5.2,-37.5,7.7,1.8,,,,,,,,0.3,75.4,2651,4.6,-60.9,11.3,1.5,20.5,92.8,2174,-8.8,-16,18.9,1.2,,,,,,,,,,,,,,,,,,,,,,
Woodruff, Brandon,605540,2019,26,22,121.2,143,29.0,3.62,R,1978,38.3,96.3,2257,-8.7,-14.3,17.6,1.4,19.8,88.4,2324,3.2,-32.8,4.7,1.4,14.3,87,1792,-16,-27.9,18.1,1.6,1.9,81.2,2298,2.6,-43.5,3.8,1.5,25.8,96,2165,-15.1,-18.4,19,1.4,,,,,,,,,,,,,,,,,,,,,,
Wright Jr., Mike,605541,2019,29,19,29.1,30,20.4,7.98,R,577,34.5,93.3,2257,-7.1,-16.4,17.4,1.6,35.5,88.7,2259,4,-31,6.4,1.6,4.9,83.9,1803,-15.7,-30.7,18.2,1.7,1.2,82.9,2489,4.7,-42.3,5.8,1.4,23.9,92.3,2101,-15.7,-23.4,18.4,1.6,,,,,,,,,,,,,,,,,,,,,,
Perdomo, Luis,606131,2019,26,47,72.0,55,18.6,4.00,R,1041,0.3,95.1,1977,-6.1,-14.4,18.1,1.5,34.4,86.6,2295,1.1,-37.4,2.5,1.3,,,,,,,,,,,,,,,54.3,94.2,1891,-15,-21.7,18,1.2,,,,,,,,11,88.5,1569,-14.4,-30.6,15.5,1.3,,,,,,,,
Gallegos, Giovanny,606149,2019,28,66,74.0,93,33.3,2.31,R,1117,55.2,93.7,2428,-10.8,-14,21.3,1,44.1,85.4,2242,0.5,-39.4,2.8,1.2,0.6,87.2,1943,-11.5,-20.8,20,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montero, Rafael,606160,2019,29,22,29.0,34,30.1,2.48,R,459,39.7,95.9,2263,-10.3,-15.9,17.7,1.2,13.7,85.1,2434,8,-37.5,8.4,1.4,39.4,89.9,2062,-16.3,-28.9,17.4,1.4,,,,,,,,7.2,95.2,2239,-15.2,-21.7,17.6,1.2,,,,,,,,,,,,,,,,,,,,,,
Ramirez, Yefry,606162,2019,26,13,24.1,27,22.7,7.40,R,464,36.9,93.1,2380,-8.5,-15.1,18.8,1.2,14.4,88.3,2459,-0.6,-26.5,9.3,1.7,30.4,86.9,2049,-14.4,-27.9,16.9,1.6,3.4,80.3,2581,5.4,-44,5.7,1.5,14.9,92.2,2351,-14.9,-19.8,19.5,1.3,,,,,,,,,,,,,,,,,,,,,,
Mejia, Adalberto,606167,2019,26,35,31.1,30,20.7,6.61,L,629,44,93,2576,8.5,-17.1,17.7,1.5,30,84.5,2507,-3.6,-36.9,5.4,2.3,16.1,81.1,1964,15.2,-34.8,17,1.8,,,,,,,,9.9,92,2478,15.5,-24.5,17.9,1.6,,,,,,,,,,,,,,,,,,,,,,
Elias, Roenis,606273,2019,31,48,50.0,47,21.8,3.96,L,803,50.8,93.9,2479,9.1,-13.9,20.8,1.1,,,,,,,,29.3,86.6,2116,18.1,-29.3,20.2,1.4,13.4,77.6,2686,-16.3,-61.3,20.6,2,6.5,93.8,2478,16.6,-17.8,22.2,1.3,,,,,,,,,,,,,,,,,,,,,,
Garcia, Jarlin,606424,2019,26,53,50.2,39,18.9,3.02,L,758,40,93.3,2264,16,-19.9,20,1.2,42.6,84.4,2380,-6.6,-39.1,6.9,1.4,17.4,86.9,2306,18.8,-29.7,20.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moronta, Reyes,606625,2019,26,56,56.2,70,28.5,2.86,R,1037,58.4,97.2,2385,-5.6,-13.2,16.9,1,34.6,83.4,2577,12.4,-38.9,12.8,1.7,6.9,89.8,2081,-17.7,-27.5,19,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnes, Jacob,606930,2019,29,33,32.2,32,20.0,7.44,R,660,48,93.6,2451,-2.3,-14.9,16.2,1.4,0.2,82.1,2165,4.1,-42.4,4.8,,,,,,,,,,,,,,,,,,,,,,,51.8,88.3,2369,4.7,-29,8,1.5,,,,,,,,,,,,,,,
Devenski, Chris,606965,2019,29,61,69.0,72,24.2,4.83,R,1144,44.1,94.7,2369,-10.9,-15.7,19.3,1.5,19.4,81.6,2298,9.4,-42.3,10.2,1.6,36.5,84,1659,-15.1,-35.1,15.9,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodon, Carlos,607074,2019,27,7,34.2,46,29.1,5.19,L,696,51.6,91.4,2154,8.4,-17.3,18.5,1.8,37.2,83.8,2452,-6.9,-41.5,7.7,2,10.8,84.1,1714,15.8,-31.5,17.9,1.4,,,,,,,,0.4,95.4,2226,15.5,-17.5,20.4,1.5,,,,,,,,,,,,,,,,,,,,,,
Faria, Jake,607188,2019,26,16,18.2,19,20.0,6.75,R,408,61,93.5,2131,-3.8,-14.1,18.1,1.3,11.8,84.3,1849,3.5,-36.3,5.1,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.2,82.4,1143,-8.7,-38.4,9.2,1.3,,,,,,,,
Glasnow, Tyler,607192,2019,26,12,60.2,76,33.0,1.78,R,902,67.2,96.9,2279,0,-12.7,15.1,1.5,,,,,,,,3.5,92.6,1774,-10.7,-22.6,13.5,1.5,29.3,83.5,2907,5.6,-56.1,18.3,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
